a,B,2,d,E,5,6,H,i,0
a,B,2,D,E,f,g,H,i,0
a,B,2,3,E,f,g,H,8,0
a,B,2,3,E,f,6,H,i,0
a,B,2,3,E,5,g,H,i,0
a,1,c,d,e,F,G,H,I,0
a,1,c,d,E,f,G,H,I,0
a,1,c,d,4,5,G,H,I,0
a,1,c,D,e,f,G,H,I,0
a,1,c,D,E,F,g,h,I,0
a,1,c,D,E,F,g,H,i,0
a,1,c,D,E,F,g,7,8,0
a,1,c,D,E,F,G,h,i,0
a,1,c,D,E,F,6,h,8,0
a,1,c,D,E,F,6,7,i,0
a,1,c,3,e,5,G,H,I,0
a,1,c,3,4,f,G,H,I,0
a,1,C,d,e,F,G,h,I,0
a,1,C,d,e,F,6,7,I,0
a,1,C,d,E,f,G,h,I,0
a,1,C,d,E,f,G,H,i,0
a,1,C,d,E,f,G,7,8,0
a,1,C,d,E,F,G,h,i,0
a,1,C,d,E,5,G,h,8,0
a,1,C,d,E,5,G,7,i,0
a,1,C,d,4,F,6,h,I,0
a,1,C,D,e,F,g,h,I,0
a,1,C,D,E,f,G,h,i,0
a,1,C,3,e,F,g,7,I,0
a,1,C,3,e,F,6,h,I,0
a,1,C,3,E,f,G,h,8,0
a,1,C,3,E,f,G,7,i,0
a,1,C,3,E,5,G,h,i,0
a,1,C,3,4,F,g,h,I,0
a,1,2,d,e,5,G,H,I,0
a,1,2,d,4,f,G,H,I,0
a,1,2,D,E,F,g,h,8,0
a,1,2,D,E,F,g,7,i,0
a,1,2,D,E,F,6,h,i,0
a,1,2,3,e,f,G,H,I,0
A,b,c,d,e,5,G,H,I,0
A,b,c,d,E,f,G,7,I,0
A,b,c,d,E,f,6,H,I,0
A,b,c,d,E,F,g,7,I,0
A,b,c,d,E,F,6,h,I,0
A,b,c,d,E,5,g,H,I,0
A,b,c,d,E,5,G,h,I,0
A,b,c,d,E,5,6,7,I,0
A,b,c,d,4,f,G,H,I,0
A,b,c,D,e,f,G,H,8,0
A,b,c,D,e,f,G,7,I,0
A,b,c,D,e,F,G,7,i,0
A,b,c,D,e,5,G,H,i,0
A,b,c,D,e,5,G,7,8,0
A,b,c,D,E,f,g,7,I,0
A,b,c,D,E,f,G,h,8,0
A,b,c,D,E,f,6,h,I,0
A,b,c,D,E,F,g,h,8,0
A,b,c,D,E,F,g,7,i,0
A,b,c,D,E,F,6,h,i,0
A,b,c,D,E,5,g,h,I,0
A,b,c,D,E,5,G,h,i,0
A,b,c,D,4,f,G,h,I,0
A,b,c,D,4,f,G,7,8,0
A,b,c,D,4,F,G,h,i,0
A,b,c,D,4,5,G,h,8,0
A,b,c,D,4,5,G,7,i,0
A,b,c,3,e,f,G,H,I,0
A,b,c,3,E,f,g,H,I,0
A,b,c,3,E,f,G,h,I,0
A,b,c,3,E,f,6,7,I,0
A,b,c,3,E,F,g,h,I,0
A,b,c,3,E,5,g,7,I,0
A,b,c,3,E,5,6,h,I,0
A,b,C,d,e,F,g,7,I,0
A,b,C,d,E,f,g,7,I,0
A,b,C,d,E,f,G,h,8,0
A,b,C,d,E,f,G,7,i,0
A,b,C,d,E,f,6,h,I,0
A,b,C,d,E,5,g,h,I,0
A,b,C,d,E,5,G,h,i,0
A,b,C,d,4,F,g,h,I,0
A,b,C,D,e,f,G,7,i,0
A,b,C,D,4,f,G,h,i,0
A,b,C,3,E,f,g,h,I,0
A,b,C,3,E,f,G,h,i,0
A,b,2,d,E,f,g,H,I,0
A,b,2,d,E,f,G,h,I,0
A,b,2,d,E,f,6,7,I,0
A,b,2,d,E,F,g,h,I,0
A,b,2,d,E,5,g,7,I,0
A,b,2,d,E,5,6,h,I,0
A,b,2,D,e,f,G,H,i,0
A,b,2,D,e,f,G,7,8,0
A,b,2,D,e,5,G,7,i,0
A,b,2,D,E,f,g,h,I,0
A,b,2,D,E,f,G,h,i,0
A,b,2,D,4,f,G,h,8,0
A,b,2,D,4,f,G,7,i,0
A,b,2,D,4,5,G,h,i,0
A,b,2,3,E,f,g,7,I,0
A,b,2,3,E,f,6,h,I,0
A,b,2,3,E,5,g,h,I,0
A,B,c,d,E,f,g,H,8,0
A,B,c,d,E,f,g,7,I,0
A,B,c,d,E,f,6,h,I,0
A,B,c,d,E,5,g,h,I,0
A,B,c,d,E,5,g,H,i,0
A,B,c,D,e,f,G,h,8,0
A,B,c,D,e,5,G,h,i,0
A,B,c,3,E,f,g,h,I,0
A,B,C,d,e,F,g,h,8,0
A,B,C,d,e,F,g,7,i,0
A,B,C,d,e,F,6,h,i,0
A,B,C,d,e,5,g,h,I,0
A,B,C,d,e,5,g,H,i,0
A,B,C,d,e,5,g,7,8,0
A,B,C,d,e,5,G,h,i,0
A,B,C,d,e,5,6,h,8,0
A,B,C,d,e,5,6,7,i,0
A,B,C,d,E,f,g,h,8,0
A,B,C,d,E,f,g,7,i,0
A,B,C,d,E,f,6,h,i,0
A,B,C,d,4,f,g,h,I,0
A,B,C,d,4,f,g,H,i,0
A,B,C,d,4,f,g,7,8,0
A,B,C,d,4,f,G,h,i,0
A,B,C,d,4,f,6,h,8,0
A,B,C,d,4,f,6,7,i,0
A,B,C,d,4,5,g,h,8,0
A,B,C,d,4,5,g,7,i,0
A,B,C,d,4,5,6,h,i,0
A,B,C,D,e,f,g,h,8,0
A,B,C,D,e,f,g,7,i,0
A,B,C,D,e,f,6,h,i,0
A,B,C,3,e,f,g,h,I,0
A,B,C,3,e,f,g,H,i,0
A,B,C,3,e,f,g,7,8,0
A,B,C,3,e,f,G,h,i,0
A,B,C,3,e,f,6,h,8,0
A,B,C,3,e,f,6,7,i,0
A,B,C,3,e,5,g,h,8,0
A,B,C,3,e,5,g,7,i,0
A,B,C,3,e,5,6,h,i,0
A,B,C,3,4,f,g,h,8,0
A,B,C,3,4,f,g,7,i,0
A,B,C,3,4,f,6,h,i,0
A,B,2,d,E,f,g,h,I,0
A,B,2,d,E,f,g,H,i,0
A,B,2,D,e,f,G,h,i,0
A,1,c,d,E,f,g,H,I,0
A,1,c,d,E,f,G,h,I,0
A,1,c,d,E,f,6,7,I,0
A,1,c,d,E,F,g,h,I,0
A,1,c,d,E,5,g,7,I,0
A,1,c,d,E,5,6,h,I,0
A,1,c,D,e,f,G,h,I,0
A,1,c,D,e,f,G,7,8,0
A,1,c,D,e,F,G,h,i,0
A,1,c,D,e,5,G,h,8,0
A,1,c,D,e,5,G,7,i,0
A,1,c,D,E,f,g,h,I,0
A,1,c,D,4,f,G,h,8,0
A,1,c,D,4,5,G,h,i,0
A,1,c,3,E,f,g,7,I,0
A,1,c,3,E,f,6,h,I,0
A,1,c,3,E,5,g,h,I,0
A,1,C,d,e,F,g,h,I,0
A,1,C,d,E,f,g,h,I,0
A,1,C,d,E,f,G,h,i,0
A,1,C,D,e,f,G,h,i,0
A,1,2,d,E,f,g,7,I,0
A,1,2,d,E,f,6,h,I,0
A,1,2,d,E,5,g,h,I,0
A,1,2,D,e,f,G,h,8,0
A,1,2,D,e,f,G,7,i,0
A,1,2,D,e,5,G,h,i,0
A,1,2,D,4,f,G,h,i,0
A,1,2,3,E,f,g,h,I,0
0,b,c,d,e,F,G,H,I,0
0,b,c,d,E,f,G,H,I,0
0,b,c,d,4,5,G,H,I,0
0,b,c,D,e,f,G,H,I,0
0,b,c,D,E,F,g,h,I,0
0,b,c,D,E,F,g,H,i,0
0,b,c,D,E,F,g,7,8,0
0,b,c,D,E,F,G,h,i,0
0,b,c,D,E,F,6,h,8,0
0,b,c,D,E,F,6,7,i,0
0,b,c,3,e,5,G,H,I,0
0,b,c,3,4,f,G,H,I,0
0,b,C,d,e,F,g,H,I,0
0,b,C,d,e,F,6,7,I,0
0,b,C,d,E,f,G,h,I,0
0,b,C,d,E,f,G,H,i,0
0,b,C,d,E,f,G,7,8,0
0,b,C,d,E,F,g,h,I,0
0,b,C,d,E,F,G,h,i,0
0,b,C,d,E,5,G,h,8,0
0,b,C,d,E,5,G,7,i,0
0,b,C,d,4,F,g,7,I,0
0,b,C,d,4,F,6,h,I,0
0,b,C,D,E,f,G,h,i,0
0,b,C,3,e,F,g,7,I,0
0,b,C,3,E,f,G,h,8,0
0,b,C,3,E,f,G,7,i,0
0,b,C,3,E,5,G,h,i,0
0,b,C,3,4,F,g,h,I,0
0,b,2,d,e,5,G,H,I,0
0,b,2,d,4,f,G,H,I,0
0,b,2,D,E,F,g,h,8,0
0,b,2,D,E,F,g,7,i,0
0,b,2,D,E,F,6,h,i,0
0,b,2,3,e,f,G,H,I,0
0,B,c,d,E,f,g,H,I,0
0,B,c,d,E,f,6,H,8,0
0,B,c,d,E,F,g,H,i,0
0,B,c,d,E,5,g,H,8,0
0,B,c,d,E,5,6,H,i,0
0,B,c,3,E,f,g,H,8,0
0,B,c,3,E,5,g,H,i,0
0,B,C,d,e,F,g,h,I,0
0,B,C,d,E,f,g,H,i,0
0,B,C,d,E,f,G,h,i,0
0,B,2,d,E,f,g,H,8,0
0,B,2,d,E,f,6,H,i,0
0,B,2,d,E,5,g,H,i,0
0,B,2,3,E,f,g,H,i,0
0,1,c,d,e,5,G,H,I,0
0,1,c,d,4,f,G,H,I,0
0,1,c,D,E,F,g,h,8,0
0,1,c,D,E,F,g,7,i,0
0,1,c,D,E,F,6,h,i,0
0,1,c,3,e,f,G,H,I,0
0,1,C,d,e,F,g,7,I,0
0,1,C,d,e,F,6,h,I,0
0,1,C,d,E,f,G,h,8,0
0,1,C,d,E,f,G,7,i,0
0,1,C,d,E,5,G,h,i,0
0,1,C,d,4,F,g,h,I,0
0,1,C,3,e,F,g,h,I,0
0,1,C,3,E,f,G,h,i,0
a,b,C,D,e,f,g,H,I,0
a,b,C,D,E,f,g,h,I,0
a,b,C,D,E,f,g,H,i,0
a,B,c,d,e,F,G,h,I,0
a,B,c,d,E,f,G,h,I,0
a,B,c,d,E,F,G,h,i,0
a,B,c,D,e,f,G,h,I,0
a,B,c,D,E,f,g,h,I,0
a,B,C,D,e,f,g,h,I,0
A,b,c,d,e,F,G,H,i,0
A,b,c,d,E,F,g,H,i,0
A,b,c,d,E,F,G,h,i,0
A,b,C,d,e,F,g,H,i,0
A,b,C,d,E,f,g,H,i,0
A,b,C,D,e,f,g,H,i,0
A,B,c,d,e,F,G,h,i,0
